user_id,product_id,type,time
21,34,buy,1559855007
81,44,buy,1559855005
16,41,buy,1559855008
86,38,buy,1559855002
52,79,buy,1559855005
31,93,buy,1559855003
16,77,buy,1559855006
7,67,buy,1559855001
60,3,buy,1559855007
37,22,buy,1559855003
11,63,buy,1559855002
1,32,buy,1559855009
10,73,buy,1559855010
11,63,buy,1559855005
63,74,buy,1559855001
75,49,buy,1559855002
61,68,buy,1559855001
5,81,buy,1559855010
73,23,buy,1559855004
75,16,buy,1559855010
63,89,buy,1559855006
26,39,buy,1559855008
24,47,buy,1559855007
58,41,buy,1559855004
47,50,buy,1559855006
13,39,buy,1559855009
94,62,buy,1559855004
89,14,buy,1559855007
90,31,buy,1559855001
42,8,buy,1559855001
58,1,buy,1559855005
15,42,buy,1559855004
10,87,buy,1559855008
18,52,buy,1559855007
68,22,buy,1559855010
45,100,buy,1559855004
19,25,buy,1559855007
60,12,buy,1559855006
78,33,buy,1559855005
98,41,buy,1559855002
91,29,buy,1559855006
75,11,buy,1559855005
96,70,buy,1559855006
69,68,buy,1559855006
28,98,buy,1559855001
6,44,buy,1559855006
72,5,buy,1559855006
36,100,buy,1559855010
83,64,buy,1559855010
79,7,buy,1559855009
67,3,buy,1559855008
50,50,buy,1559855001
35,15,buy,1559855005
82,84,buy,1559855006
73,54,buy,1559855008
96,83,buy,1559855005
14,65,buy,1559855004
82,50,buy,1559855002
52,44,buy,1559855007
40,82,buy,1559855008
80,24,buy,1559855007
93,12,buy,1559855003
4,23,buy,1559855001
60,88,buy,1559855003
38,46,buy,1559855008
95,46,buy,1559855007
46,66,buy,1559855004
71,56,buy,1559855006
25,1,buy,1559855006
33,21,buy,1559855005
90,15,buy,1559855008
100,29,buy,1559855009
25,49,buy,1559855008
49,14,buy,1559855001
71,94,buy,1559855004
81,53,buy,1559855009
66,15,buy,1559855001
14,72,buy,1559855010
31,78,buy,1559855008
85,15,buy,1559855009
32,17,buy,1559855010
28,80,buy,1559855009
39,84,buy,1559855004
75,64,buy,1559855009
21,93,buy,1559855006
100,71,buy,1559855010
89,29,buy,1559855009
64,51,buy,1559855001
34,43,buy,1559855005
11,28,buy,1559855007
80,39,buy,1559855001
52,21,buy,1559855008
16,61,buy,1559855009
22,54,buy,1559855003
23,77,buy,1559855004
87,64,buy,1559855004
78,91,buy,1559855008
26,23,buy,1559855008
17,76,buy,1559855005
76,47,buy,1559855004
27,17,buy,1559855006
40,80,buy,1559855009
50,81,buy,1559855003
95,17,buy,1559855004
26,98,buy,1559855004
68,59,buy,1559855006
24,88,buy,1559855004
100,82,buy,1559855004
90,93,buy,1559855003
39,38,buy,1559855003
92,34,buy,1559855006
54,13,buy,1559855010
16,54,buy,1559855004
39,64,buy,1559855004
47,42,buy,1559855007
93,52,buy,1559855007
47,47,buy,1559855008
56,32,buy,1559855008
19,87,buy,1559855007
31,93,buy,1559855009
83,91,buy,1559855003
68,13,buy,1559855007
66,93,buy,1559855008
87,14,buy,1559855002
96,29,buy,1559855007
93,22,buy,1559855010
35,98,buy,1559855008
63,99,buy,1559855006
67,17,buy,1559855008
46,100,buy,1559855009
48,75,buy,1559855009
41,56,buy,1559855007
83,39,buy,1559855006
34,16,buy,1559855006
63,7,buy,1559855002
31,69,buy,1559855005
44,7,buy,1559855008
60,90,buy,1559855007
14,67,buy,1559855003
37,16,buy,1559855002
74,29,buy,1559855004
75,32,buy,1559855005
45,51,buy,1559855003
25,98,buy,1559855007
26,15,buy,1559855003
14,75,buy,1559855005
59,28,buy,1559855004
98,45,buy,1559855009
39,50,buy,1559855002
41,64,buy,1559855010
78,17,buy,1559855009
15,80,buy,1559855004
81,27,buy,1559855010
95,30,buy,1559855002
21,35,buy,1559855001
99,95,buy,1559855005
5,77,buy,1559855005
18,25,buy,1559855003
44,31,buy,1559855008
79,12,buy,1559855009
34,83,buy,1559855006
52,96,buy,1559855007
27,14,buy,1559855010
15,56,buy,1559855008
38,30,buy,1559855007
56,12,buy,1559855005
89,17,buy,1559855002
98,41,buy,1559855009
13,28,buy,1559855002
45,3,buy,1559855008
33,97,buy,1559855005
51,79,buy,1559855002
1,31,buy,1559855004
39,49,buy,1559855003
18,7,buy,1559855002
80,16,buy,1559855001
70,48,buy,1559855010
31,98,buy,1559855004
83,40,buy,1559855006
60,39,buy,1559855007
92,95,buy,1559855004
59,9,buy,1559855009
43,94,buy,1559855006
94,48,buy,1559855005
1,43,buy,1559855002
55,53,buy,1559855005
84,17,buy,1559855007
34,63,buy,1559855006
33,6,buy,1559855003
45,82,buy,1559855008
21,88,buy,1559855004
91,81,buy,1559855003
90,92,buy,1559855009
1,34,buy,1559855008
62,2,buy,1559855010
17,27,buy,1559855003
92,41,buy,1559855009
90,98,buy,1559855002
32,6,buy,1559855005
60,11,buy,1559855003
52,48,buy,1559855006
87,86,buy,1559855005
97,81,buy,1559855001
38,87,buy,1559855002
28,35,buy,1559855002
25,5,buy,1559855001
86,35,buy,1559855005
16,41,buy,1559855006
58,78,buy,1559855007
34,33,buy,1559855003
49,41,buy,1559855007
40,3,buy,1559855005
31,57,buy,1559855006
89,72,buy,1559855006
19,83,buy,1559855002
17,21,buy,1559855007
63,48,buy,1559855008
18,97,buy,1559855004
68,64,buy,1559855010
84,42,buy,1559855009
51,57,buy,1559855002
56,14,buy,1559855005
47,81,buy,1559855005
39,67,buy,1559855003
27,75,buy,1559855004
35,90,buy,1559855008
15,90,buy,1559855004
73,29,buy,1559855006
6,22,buy,1559855002
21,49,buy,1559855002
32,40,buy,1559855001
88,29,buy,1559855006
17,43,buy,1559855008
6,99,buy,1559855007
65,35,buy,1559855004
35,18,buy,1559855007
86,75,buy,1559855009
16,67,buy,1559855005
93,10,buy,1559855005
53,71,buy,1559855004
68,39,buy,1559855004
38,50,buy,1559855010
4,36,buy,1559855006
50,29,buy,1559855002
96,39,buy,1559855004
56,63,buy,1559855005
50,82,buy,1559855003
73,56,buy,1559855003
93,62,buy,1559855002
74,77,buy,1559855008
5,66,buy,1559855002
40,68,buy,1559855010
89,76,buy,1559855009
40,7,buy,1559855010
4,64,buy,1559855004
58,67,buy,1559855002
36,44,buy,1559855001
87,41,buy,1559855008
85,73,buy,1559855009
99,58,buy,1559855007
13,65,buy,1559855004
62,1,buy,1559855007
63,67,buy,1559855001
83,41,buy,1559855005
16,86,buy,1559855008
41,39,buy,1559855008
93,94,buy,1559855001
40,1,buy,1559855008
100,66,buy,1559855004
75,35,buy,1559855003
45,36,buy,1559855008
14,16,buy,1559855003
80,96,buy,1559855008
12,1,buy,1559855006
96,76,buy,1559855009
76,24,buy,1559855005
38,68,buy,1559855005
49,46,buy,1559855007
35,31,buy,1559855004
27,15,buy,1559855010
48,67,buy,1559855004
50,57,buy,1559855010
75,2,buy,1559855004
9,11,buy,1559855009
36,100,buy,1559855006
7,18,buy,1559855001
75,6,buy,1559855004
37,32,buy,1559855005
2,15,buy,1559855010
75,23,buy,1559855002
68,13,buy,1559855008
65,31,buy,1559855003
86,57,buy,1559855008
21,73,buy,1559855006
57,70,buy,1559855007
85,58,buy,1559855001
15,80,buy,1559855010
31,8,buy,1559855003
83,72,buy,1559855009
15,39,buy,1559855010
90,42,buy,1559855009
50,68,buy,1559855007
89,18,buy,1559855001
56,58,buy,1559855006
89,9,buy,1559855010
52,55,buy,1559855007
44,12,buy,1559855006
77,73,buy,1559855006
26,54,buy,1559855005
73,74,buy,1559855005
67,93,buy,1559855001
47,49,buy,1559855010
65,21,buy,1559855007
65,67,buy,1559855004
74,41,buy,1559855001
19,9,buy,1559855003
45,59,buy,1559855005
66,99,buy,1559855002
43,19,buy,1559855004
89,14,buy,1559855008
87,47,buy,1559855008
47,43,buy,1559855007
50,28,buy,1559855003
53,7,buy,1559855003
70,31,buy,1559855002
2,74,buy,1559855002
24,79,buy,1559855006
97,29,buy,1559855003
6,42,buy,1559855002
73,64,buy,1559855008
37,6,buy,1559855007
80,100,buy,1559855002
55,18,buy,1559855004
35,37,buy,1559855007
39,85,buy,1559855002
58,71,buy,1559855001
46,46,buy,1559855006
13,3,buy,1559855010
63,9,buy,1559855002
18,79,buy,1559855007
29,56,buy,1559855004
32,99,buy,1559855004
60,50,buy,1559855010
80,6,buy,1559855005
29,57,buy,1559855006
60,27,buy,1559855003
73,36,buy,1559855006
17,37,buy,1559855005
25,40,buy,1559855009
84,74,buy,1559855001
2,15,buy,1559855003
60,25,buy,1559855006
6,21,buy,1559855010
18,12,buy,1559855001
80,69,buy,1559855009
52,14,buy,1559855006
37,29,buy,1559855005
44,7,buy,1559855003
21,93,buy,1559855009
61,32,buy,1559855001
48,71,buy,1559855008
22,41,buy,1559855007
9,72,buy,1559855005
45,99,buy,1559855003
20,54,buy,1559855006
2,65,buy,1559855010
23,45,buy,1559855008
2,33,buy,1559855009
95,84,buy,1559855008
86,77,buy,1559855007
50,88,buy,1559855005
43,46,buy,1559855009
34,93,buy,1559855005
84,9,buy,1559855009
68,26,buy,1559855005
39,86,buy,1559855003
1,83,buy,1559855004
72,38,buy,1559855010
44,15,buy,1559855001
73,16,buy,1559855006
71,30,buy,1559855006
40,69,buy,1559855003
26,4,buy,1559855004
72,54,buy,1559855005
51,72,buy,1559855010
5,59,buy,1559855008
99,57,buy,1559855008
68,99,buy,1559855004
50,3,buy,1559855003
41,63,buy,1559855008
3,91,buy,1559855003
35,54,buy,1559855007
53,81,buy,1559855007
52,44,buy,1559855006
99,59,buy,1559855002
28,80,buy,1559855010
11,48,buy,1559855005
64,15,buy,1559855009
47,68,buy,1559855008
71,66,buy,1559855006
22,48,buy,1559855007
92,27,buy,1559855010
15,5,buy,1559855002
26,48,buy,1559855007
50,67,buy,1559855009
56,52,buy,1559855003
67,20,buy,1559855007
37,91,buy,1559855005
74,87,buy,1559855001
34,73,buy,1559855001
10,5,buy,1559855006
83,36,buy,1559855009
10,33,buy,1559855007
33,67,buy,1559855002
1,7,buy,1559855002
51,36,buy,1559855009
18,32,buy,1559855001
100,70,buy,1559855004
61,78,buy,1559855006
65,29,buy,1559855006
36,60,buy,1559855009
15,23,buy,1559855003
35,14,buy,1559855010
31,89,buy,1559855008
67,62,buy,1559855008
69,2,buy,1559855008
80,7,buy,1559855001
21,46,buy,1559855004
36,76,buy,1559855002
2,4,buy,1559855004
75,43,buy,1559855007
28,57,buy,1559855010
31,39,buy,1559855008
100,71,buy,1559855005
13,24,buy,1559855003
55,35,buy,1559855010
54,32,buy,1559855002
22,89,buy,1559855008
98,9,buy,1559855008
93,89,buy,1559855007
44,25,buy,1559855006
68,67,buy,1559855010
78,46,buy,1559855003
73,35,buy,1559855003
99,42,buy,1559855002
16,64,buy,1559855009
67,20,buy,1559855005
18,99,buy,1559855003
87,47,buy,1559855010
56,63,buy,1559855009
55,60,buy,1559855006
8,81,buy,1559855004
52,13,buy,1559855009
44,72,buy,1559855001
72,32,buy,1559855005
48,16,buy,1559855008
22,73,buy,1559855006
34,1,buy,1559855008
90,90,buy,1559855008
86,49,buy,1559855001
49,56,buy,1559855008
13,81,buy,1559855003
80,79,buy,1559855008
6,94,buy,1559855010
13,50,buy,1559855005
70,72,buy,1559855002
40,41,buy,1559855010
94,41,buy,1559855002
37,23,buy,1559855002
53,29,buy,1559855004
44,24,buy,1559855003
6,32,buy,1559855007
99,92,buy,1559855001
98,2,buy,1559855008
66,28,buy,1559855009
81,77,buy,1559855009
51,96,buy,1559855004
95,91,buy,1559855007
62,36,buy,1559855001
90,36,buy,1559855004
2,54,buy,1559855003
62,58,buy,1559855008
40,8,buy,1559855007
3,92,buy,1559855005
21,68,buy,1559855004
36,76,buy,1559855006
72,53,buy,1559855001
81,84,buy,1559855005
66,68,buy,1559855008
92,39,buy,1559855006
73,91,buy,1559855007
80,23,buy,1559855009
72,37,buy,1559855002
20,49,buy,1559855008
81,96,buy,1559855009
29,55,buy,1559855003
31,34,buy,1559855007
34,78,buy,1559855002
40,12,buy,1559855007
88,4,buy,1559855005
38,55,buy,1559855007
67,39,buy,1559855010
94,60,buy,1559855004
23,90,buy,1559855001
57,70,buy,1559855006
69,74,buy,1559855002
49,3,buy,1559855005
9,65,buy,1559855006
98,19,buy,1559855009
53,60,buy,1559855007
87,45,buy,1559855007
50,52,buy,1559855006
1,67,buy,1559855006
43,69,buy,1559855001
53,14,buy,1559855007
29,77,buy,1559855005
37,59,buy,1559855003
91,36,buy,1559855004
36,87,buy,1559855003
61,25,buy,1559855005
72,68,buy,1559855005
7,43,buy,1559855009
74,33,buy,1559855003
70,44,buy,1559855006
22,71,buy,1559855009
58,47,buy,1559855004
24,2,buy,1559855009
79,63,buy,1559855008
39,87,buy,1559855005
75,74,buy,1559855010
22,81,buy,1559855008
44,6,buy,1559855008
17,58,buy,1559855008
70,13,buy,1559855005
16,69,buy,1559855005
15,26,buy,1559855004
13,12,buy,1559855007
42,27,buy,1559855006
57,88,buy,1559855007
66,75,buy,1559855003
96,62,buy,1559855004
35,17,buy,1559855009
27,64,buy,1559855004
78,66,buy,1559855002
15,29,buy,1559855005
97,1,buy,1559855007
97,79,buy,1559855003
24,51,buy,1559855008
68,96,buy,1559855006
62,6,buy,1559855007
90,71,buy,1559855004
6,50,buy,1559855002
33,82,buy,1559855007
46,91,buy,1559855005
18,14,buy,1559855005
100,91,buy,1559855010
98,4,buy,1559855008
84,16,buy,1559855006
38,65,buy,1559855007
19,53,buy,1559855001
6,98,buy,1559855002
19,56,buy,1559855002
70,54,buy,1559855003
12,69,buy,1559855007
87,13,buy,1559855002
31,5,buy,1559855003
98,37,buy,1559855009
47,54,buy,1559855010
33,24,buy,1559855007
79,77,buy,1559855004
56,5,buy,1559855007
40,69,buy,1559855003
28,41,buy,1559855010
4,19,buy,1559855003
8,73,buy,1559855005
73,71,buy,1559855009
54,3,buy,1559855010
41,17,buy,1559855002
20,47,buy,1559855003
76,56,buy,1559855004
2,99,buy,1559855003
41,90,buy,1559855004
92,39,buy,1559855009
31,46,buy,1559855010
50,28,buy,1559855003
28,83,buy,1559855006
65,18,buy,1559855004
23,12,buy,1559855010
86,95,buy,1559855003
3,97,buy,1559855006
11,86,buy,1559855006
46,77,buy,1559855010
47,43,buy,1559855003
14,11,buy,1559855007
21,47,buy,1559855001
64,48,buy,1559855004
2,86,buy,1559855006
29,17,buy,1559855005
79,55,buy,1559855006
29,11,buy,1559855004
33,93,buy,1559855007
95,18,buy,1559855007
84,57,buy,1559855007
96,78,buy,1559855002
35,26,buy,1559855008
26,75,buy,1559855003
34,8,buy,1559855009
96,32,buy,1559855006
79,51,buy,1559855004
37,60,buy,1559855006
48,51,buy,1559855008
76,74,buy,1559855009
15,59,buy,1559855007
66,53,buy,1559855005
31,24,buy,1559855007
59,28,buy,1559855005
83,38,buy,1559855008
35,77,buy,1559855002
30,86,buy,1559855004
45,74,buy,1559855009
85,22,buy,1559855007
13,61,buy,1559855003
48,29,buy,1559855006
55,58,buy,1559855010
55,38,buy,1559855009
88,5,buy,1559855005
46,6,buy,1559855001
33,5,buy,1559855002
16,65,buy,1559855003
50,44,buy,1559855003
61,34,buy,1559855004
77,79,buy,1559855002
68,45,buy,1559855001
39,82,buy,1559855009
32,3,buy,1559855006
87,37,buy,1559855010
66,89,buy,1559855001
56,81,buy,1559855005
83,53,buy,1559855002
9,31,buy,1559855009
96,13,buy,1559855004
92,11,buy,1559855006
55,36,buy,1559855010
90,93,buy,1559855008
80,61,buy,1559855002
28,31,buy,1559855005
94,22,buy,1559855007
29,45,buy,1559855002
58,22,buy,1559855002
21,50,buy,1559855007
18,32,buy,1559855003
46,24,buy,1559855002
24,5,buy,1559855005
33,11,buy,1559855010
59,23,buy,1559855007
83,93,buy,1559855003
12,25,buy,1559855003
61,83,buy,1559855006
95,97,buy,1559855007
88,97,buy,1559855006
52,33,buy,1559855001
76,89,buy,1559855001
98,30,buy,1559855005
3,6,buy,1559855010
89,28,buy,1559855002
64,81,buy,1559855007
48,39,buy,1559855008
80,51,buy,1559855003
67,41,buy,1559855001
83,16,buy,1559855010
66,87,buy,1559855005
26,58,buy,1559855004
94,19,buy,1559855001
34,27,buy,1559855004
12,95,buy,1559855008
82,81,buy,1559855004
25,37,buy,1559855005
59,47,buy,1559855008
75,42,buy,1559855008
41,53,buy,1559855001
54,4,buy,1559855009
6,98,buy,1559855009
96,40,buy,1559855005
49,50,buy,1559855001
20,1,buy,1559855004
67,99,buy,1559855008
55,36,buy,1559855004
89,30,buy,1559855009
43,61,buy,1559855008
94,85,buy,1559855006
76,37,buy,1559855006
72,27,buy,1559855008
89,79,buy,1559855009
24,20,buy,1559855004
64,67,buy,1559855009
25,85,buy,1559855003
80,75,buy,1559855001
38,35,buy,1559855005
4,33,buy,1559855007
59,4,buy,1559855009
37,18,buy,1559855002
75,30,buy,1559855001
80,39,buy,1559855002
10,84,buy,1559855009
100,63,buy,1559855006
5,52,buy,1559855010
25,93,buy,1559855005
90,93,buy,1559855005
24,32,buy,1559855010
32,76,buy,1559855005
11,46,buy,1559855002
47,47,buy,1559855010
85,90,buy,1559855007
12,9,buy,1559855009
42,92,buy,1559855005
2,17,buy,1559855008
18,55,buy,1559855007
30,12,buy,1559855004
66,50,buy,1559855001
77,32,buy,1559855001
94,43,buy,1559855005
70,57,buy,1559855005
32,34,buy,1559855008
28,78,buy,1559855002
62,82,buy,1559855003
29,79,buy,1559855001
84,34,buy,1559855005
61,7,buy,1559855010
43,19,buy,1559855006
90,4,buy,1559855010
3,1,buy,1559855006
34,60,buy,1559855003
19,53,buy,1559855004
31,69,buy,1559855009
31,32,buy,1559855001
67,48,buy,1559855004
78,92,buy,1559855004
48,23,buy,1559855003
45,39,buy,1559855003
42,89,buy,1559855007
31,41,buy,1559855003
59,57,buy,1559855008
44,15,buy,1559855003
71,31,buy,1559855004
35,1,buy,1559855001
68,32,buy,1559855006
71,63,buy,1559855001
73,99,buy,1559855007
64,87,buy,1559855007
84,34,buy,1559855004
8,87,buy,1559855010
52,99,buy,1559855001
80,55,buy,1559855006
44,20,buy,1559855004
33,44,buy,1559855001
17,1,buy,1559855007
2,1,buy,1559855003
47,45,buy,1559855006
68,68,buy,1559855006
86,1,buy,1559855010
98,95,buy,1559855007
4,91,buy,1559855005
78,6,buy,1559855002
49,28,buy,1559855004
94,76,buy,1559855004
51,9,buy,1559855008
23,88,buy,1559855009
34,1,buy,1559855008
95,78,buy,1559855009
79,33,buy,1559855004
52,81,buy,1559855001
56,24,buy,1559855005
100,33,buy,1559855003
33,42,buy,1559855005
66,64,buy,1559855009
60,65,buy,1559855004
66,60,buy,1559855005
28,16,buy,1559855007
37,96,buy,1559855009
59,93,buy,1559855010
43,6,buy,1559855009
61,15,buy,1559855010
74,17,buy,1559855003
59,8,buy,1559855003
76,67,buy,1559855009
30,29,buy,1559855010
19,24,buy,1559855007
14,24,buy,1559855006
2,9,buy,1559855003
87,29,buy,1559855005
91,9,buy,1559855009
3,100,buy,1559855001
87,53,buy,1559855007
44,91,buy,1559855002
14,32,buy,1559855004
33,77,buy,1559855004
90,4,buy,1559855007
37,43,buy,1559855004
50,62,buy,1559855008
88,5,buy,1559855006
31,68,buy,1559855001
92,75,buy,1559855004
97,10,buy,1559855008
16,6,buy,1559855005
64,55,buy,1559855002
71,58,buy,1559855004
52,85,buy,1559855002
14,10,buy,1559855006
37,78,buy,1559855006
23,70,buy,1559855003
100,10,buy,1559855009
48,88,buy,1559855003
3,68,buy,1559855004
73,91,buy,1559855001
5,63,buy,1559855010
89,28,buy,1559855006
90,22,buy,1559855005
82,2,buy,1559855008
95,70,buy,1559855002
41,98,buy,1559855007
78,92,buy,1559855004
51,96,buy,1559855004
74,44,buy,1559855007
36,70,buy,1559855010
2,39,buy,1559855009
11,79,buy,1559855003
1,77,buy,1559855003
63,18,buy,1559855002
88,53,buy,1559855010
77,90,buy,1559855005
7,81,buy,1559855004
1,93,buy,1559855008
72,2,buy,1559855005
8,36,buy,1559855007
51,37,buy,1559855002
16,13,buy,1559855006
92,25,buy,1559855007
31,20,buy,1559855006
72,82,buy,1559855005
14,25,buy,1559855008
90,100,buy,1559855007
74,50,buy,1559855002
74,44,buy,1559855004
41,11,buy,1559855002
24,33,buy,1559855004
6,84,buy,1559855010
44,92,buy,1559855006
48,2,buy,1559855006
86,22,buy,1559855003
72,53,buy,1559855010
35,17,buy,1559855006
39,24,buy,1559855006
27,76,buy,1559855001
63,4,buy,1559855001
63,7,buy,1559855009
47,60,buy,1559855002
10,6,buy,1559855009
62,86,buy,1559855001
30,28,buy,1559855008
3,67,buy,1559855009
15,93,buy,1559855005
66,88,buy,1559855005
77,88,buy,1559855007
98,18,buy,1559855002
64,2,buy,1559855003
31,8,buy,1559855007
8,51,buy,1559855006
79,4,buy,1559855009
29,61,buy,1559855001
96,35,buy,1559855004
65,6,buy,1559855005
47,24,buy,1559855004
8,29,buy,1559855008
38,41,buy,1559855005
94,18,buy,1559855009
19,23,buy,1559855002
35,19,buy,1559855006
13,4,buy,1559855004
31,60,buy,1559855009
93,35,buy,1559855001
66,73,buy,1559855008
33,48,buy,1559855004
63,16,buy,1559855008
71,37,buy,1559855010
62,98,buy,1559855005
